Country,Year,Value
Réunion,2012,0.006011593
Réunion,2013,0.006011593
Réunion,2014,0.006011593
Réunion,2015,0.006011593
Réunion,2016,0.006011593
Réunion,2017,0.006011593
Réunion,2018,0.006011593
Réunion,2019,0.006011593
Réunion,2020,0.006011593
Réunion,2021,0.006011593
Romania,1950,0
Romania,1960,0
Romania,1970,0
Romania,1980,0
Romania,1985,0
Romania,1990,0
Romania,1995,3.930797996
Romania,2000,4.168124603
Romania,2001,4.168124603
Romania,2002,4.168124603
Romania,2003,4.168124603
Romania,2004,4.168124603
Romania,2005,4.168124603
Romania,2006,4.168124603
Romania,2007,5.479201974
Romania,2008,5.483765947
Romania,2009,12.9142186
Romania,2010,12.9142186
Romania,2011,12.9142186
Romania,2012,12.9142186
Romania,2013,13.41990683
Romania,2014,13.41990683
Romania,2015,13.41990683
Romania,2016,13.41990683
Romania,2017,13.41990683
Romania,2018,20.91060394
Romania,2019,20.91060394
Romania,2020,20.91060394
Romania,2021,20.91060394
Russia,1950,0.000253745
Russia,1960,0.000318335
Russia,1970,0.004094527
Russia,1980,0.083052008
Russia,1985,0.090081907
Russia,1990,0.097852282
Russia,1995,0.175158111
Russia,2000,0.298808222
Russia,2001,0.298817449
Russia,2002,0.298826676
Russia,2003,0.298826676
Russia,2004,0.456787772
Russia,2005,0.456921565
Russia,2006,0.456926178
Russia,2007,0.457429056
Russia,2008,0.457498259
Russia,2009,1.283025318
Russia,2010,1.292543076
Russia,2011,1.292543076
Russia,2012,1.293131304
Russia,2013,1.37714293
Russia,2014,1.377518934
Russia,2015,1.377540849
Russia,2016,1.377621586
Russia,2017,1.390711386
Russia,2018,1.959991393
Russia,2019,1.960008694
Russia,2020,2.019765725
Russia,2021,2.019765725
Saint Helena,1950,0
Saint Helena,1960,0
Saint Helena,1970,0
Saint Helena,1980,0
Saint Helena,1985,0
Saint Helena,1990,0
Saint Helena,1995,0.227816743
Saint Helena,2000,0.228631208
Saint Helena,2001,0.228631208
Saint Helena,2002,0.228631208
Saint Helena,2003,0.228631208
Saint Helena,2004,0.228631208
Saint Helena,2005,0.228631208
Saint Helena,2006,0.228631208
Saint Helena,2007,0.228631208
Saint Helena,2008,0.228631208
Saint Helena,2009,0.228631208
Saint Helena,2010,0.228631208
Saint Helena,2011,0.228631208
Saint Helena,2012,0.228631208
Saint Helena,2013,0.228631208
Saint Helena,2014,0.228662623
Saint Helena,2015,0.228662623
Saint Helena,2016,0.228662623
Saint Helena,2017,0.228662623
Saint Helena,2018,0.228662623
Saint Helena,2019,26.34279362
Saint Helena,2020,26.34279362
Saint Helena,2021,26.34279362
Saint Pierre and Miquelon,1950,0
Saint Pierre and Miquelon,1960,0
Saint Pierre and Miquelon,1970,0
Saint Pierre and Miquelon,1980,0
Saint Pierre and Miquelon,1985,0
Saint Pierre and Miquelon,1990,0
Saint Pierre and Miquelon,1995,0
Saint Pierre and Miquelon,2000,0
Saint Pierre and Miquelon,2001,0
Saint Pierre and Miquelon,2002,0
Saint Pierre and Miquelon,2003,0
Saint Pierre and Miquelon,2004,0
Saint Pierre and Miquelon,2005,0
Saint Pierre and Miquelon,2006,0
Saint Pierre and Miquelon,2007,0
Saint Pierre and Miquelon,2008,0
Saint Pierre and Miquelon,2009,0
Saint Pierre and Miquelon,2010,0
Saint Pierre and Miquelon,2011,0
Saint Pierre and Miquelon,2012,0
Saint Pierre and Miquelon,2013,0
Saint Pierre and Miquelon,2014,0
Saint Pierre and Miquelon,2015,0
Saint Pierre and Miquelon,2016,0
Saint Pierre and Miquelon,2017,0
Saint Pierre and Miquelon,2018,0
Saint Pierre and Miquelon,2019,0
Saint Pierre and Miquelon,2020,0
Saint Pierre and Miquelon,2021,0
Saudi Arabia,1950,0.002925421
Saudi Arabia,1960,0.002925421
Saudi Arabia,1970,0.002925421
Saudi Arabia,1980,0.003686832
Saudi Arabia,1985,0.485499728
Saudi Arabia,1990,2.575853572
Saudi Arabia,1995,2.575853572
Saudi Arabia,2000,2.575853572
Saudi Arabia,2001,2.575853572
Saudi Arabia,2002,2.575853572
Saudi Arabia,2003,2.575853572
Saudi Arabia,2004,2.575853572
Saudi Arabia,2005,2.575853572
Saudi Arabia,2006,2.575853572
Saudi Arabia,2007,2.605107786
Saudi Arabia,2008,2.605107786
Saudi Arabia,2009,2.605107786
Saudi Arabia,2010,2.605107786
Saudi Arabia,2011,2.605107786
Saudi Arabia,2012,2.605107786
Saudi Arabia,2013,2.605107786
Saudi Arabia,2014,2.605107786
Saudi Arabia,2015,2.605107786
Saudi Arabia,2016,2.605107786
Saudi Arabia,2017,2.605107786
Saudi Arabia,2018,2.605107786
Saudi Arabia,2019,2.605107786
Saudi Arabia,2020,2.605107786
Saudi Arabia,2021,2.605107786
Slovenia,1950,0
Slovenia,1960,0
Slovenia,1970,0
Slovenia,1980,0
Slovenia,1985,0
Slovenia,1990,0.299401198
Slovenia,1995,0.479041916
Slovenia,2000,0.958083832
Slovenia,2001,0.958083832
Slovenia,2002,0.958083832
Slovenia,2003,0.958083832
Slovenia,2004,2.754491018
Slovenia,2005,2.754491018
Slovenia,2006,2.754491018
Slovenia,2007,2.754491018
Slovenia,2008,2.754491018
Slovenia,2009,2.754491018
Slovenia,2010,2.754491018
Slovenia,2011,2.754491018
Slovenia,2012,2.754491018
Slovenia,2013,3.053892216
Slovenia,2014,3.053892216
Slovenia,2015,3.053892216
Slovenia,2016,3.053892216
Slovenia,2017,3.053892216
Slovenia,2018,3.71257485
Slovenia,2019,3.71257485
Slovenia,2020,3.71257485
Slovenia,2021,3.71257485
South Africa,1950,9.28919E-05
South Africa,1960,9.28919E-05
South Africa,1970,0.019820801
South Africa,1980,0.049749398
South Africa,1985,0.052588406
South Africa,1990,0.075561724
South Africa,1995,0.076380334
South Africa,2000,0.144615213
South Africa,2001,0.151918835
South Africa,2002,0.151924641
South Africa,2003,0.151924641
South Africa,2004,0.30026714
South Africa,2005,0.30026714
South Africa,2006,0.30026714
South Africa,2007,0.30026714
South Africa,2008,0.302339789
South Africa,2009,0.302339789
South Africa,2010,0.302339789
South Africa,2011,0.318305578
South Africa,2012,0.318305578
South Africa,2013,11.27963824
South Africa,2014,11.27963824
South Africa,2015,11.27964404
South Africa,2016,11.27964404
South Africa,2017,11.27964985
South Africa,2018,11.27964985
South Africa,2019,14.65715152
South Africa,2020,14.65715152
South Africa,2021,14.65715152
Svalbard and Jan Mayen,1950,0
Svalbard and Jan Mayen,1960,0
Svalbard and Jan Mayen,1970,0
Svalbard and Jan Mayen,1980,6.372556301
Svalbard and Jan Mayen,1985,6.373596015
Svalbard and Jan Mayen,1990,6.373596015
Svalbard and Jan Mayen,1995,6.373596015
Svalbard and Jan Mayen,2000,6.373596015
Svalbard and Jan Mayen,2001,6.373596015
Svalbard and Jan Mayen,2002,6.63006708
Svalbard and Jan Mayen,2003,6.980632272
Svalbard and Jan Mayen,2004,6.980632272
Svalbard and Jan Mayen,2005,7.013952633
Svalbard and Jan Mayen,2006,7.013952633
Svalbard and Jan Mayen,2007,7.013952633
Svalbard and Jan Mayen,2008,7.013952633
Svalbard and Jan Mayen,2009,7.015908286
Svalbard and Jan Mayen,2010,7.445419319
Svalbard and Jan Mayen,2011,7.445419319
Svalbard and Jan Mayen,2012,7.448200141
Svalbard and Jan Mayen,2013,7.448200141
Svalbard and Jan Mayen,2014,7.448200141
Svalbard and Jan Mayen,2015,7.448200141
Svalbard and Jan Mayen,2016,7.448200141
Svalbard and Jan Mayen,2017,7.448200141
Svalbard and Jan Mayen,2018,7.448200141
Svalbard and Jan Mayen,2019,7.448200141
Svalbard and Jan Mayen,2020,7.448200141
Svalbard and Jan Mayen,2021,7.448200141
Tokelau,1950,0
Tokelau,1960,0
Tokelau,1970,0
Tokelau,1980,0
Tokelau,1985,0
Tokelau,1990,0
Tokelau,1995,0.003097828
Tokelau,2000,0.003175274
Tokelau,2001,0.003175274
Tokelau,2002,0.003175274
Tokelau,2003,0.003175274
Tokelau,2004,0.003175274
Tokelau,2005,0.003175274
Tokelau,2006,0.003175274
Tokelau,2007,0.003175274
Tokelau,2008,0.003175274
Tokelau,2009,0.003175274
Tokelau,2010,0.019680504
Tokelau,2011,0.019680504
Tokelau,2012,0.019680504
Tokelau,2013,0.019680504
Tokelau,2014,0.019680504
Tokelau,2015,0.019680504
Tokelau,2016,0.019680504
Tokelau,2017,0.019764145
Tokelau,2018,0.019764145
Tokelau,2019,0.019764145
Tokelau,2020,0.019764145
Tokelau,2021,0.019764145
Turks and Caicos Islands,1950,0
Turks and Caicos Islands,1960,0
Turks and Caicos Islands,1970,0
Turks and Caicos Islands,1980,0.011260048
Turks and Caicos Islands,1985,0.011260048
Turks and Caicos Islands,1990,0.380317653
Turks and Caicos Islands,1995,0.475141403
Turks and Caicos Islands,2000,0.475141403
Turks and Caicos Islands,2001,0.475141403
Turks and Caicos Islands,2002,0.475141403
Turks and Caicos Islands,2003,0.475141403
Turks and Caicos Islands,2004,0.475141403
Turks and Caicos Islands,2005,0.475141403
Turks and Caicos Islands,2006,0.475141403
Turks and Caicos Islands,2007,0.475141403
Turks and Caicos Islands,2008,0.475141403
Turks and Caicos Islands,2009,0.475141403
Turks and Caicos Islands,2010,0.475141403
Turks and Caicos Islands,2011,0.475141403
Turks and Caicos Islands,2012,0.475141403
Turks and Caicos Islands,2013,0.475141403
Turks and Caicos Islands,2014,0.475141403
Turks and Caicos Islands,2015,0.475141403
Turks and Caicos Islands,2016,0.475141403
Turks and Caicos Islands,2017,0.475141403
Turks and Caicos Islands,2018,0.475141403
Turks and Caicos Islands,2019,0.475141403
Turks and Caicos Islands,2020,0.475141403
Turks and Caicos Islands,2021,0.475141403
Ukraine,1950,0.447950219
Ukraine,1960,0.87697925
Ukraine,1970,0.886305968
Ukraine,1980,2.103323673
Ukraine,1985,2.111319066
Ukraine,1990,2.123524125
Ukraine,1995,2.996851526
Ukraine,2000,3.070736388
Ukraine,2001,3.070736388
Ukraine,2002,3.070736388
Ukraine,2003,3.070736388
Ukraine,2004,3.078367339
Ukraine,2005,3.078367339
Ukraine,2006,3.078367339
Ukraine,2007,3.082584444
Ukraine,2008,3.08419096
Ukraine,2009,3.088408065
Ukraine,2010,3.088408065
Ukraine,2011,3.094365562
Ukraine,2012,3.317202722
Ukraine,2013,3.317604351
Ukraine,2014,3.317604351
Ukraine,2015,3.317604351
Ukraine,2016,3.317604351
Ukraine,2017,3.319411682
Ukraine,2018,3.322223085
Ukraine,2019,3.322223085
Ukraine,2020,3.322223085
Ukraine,2021,3.322223085
United States Virgin Islands,1950,0.062171758
United States Virgin Islands,1960,0.063574128
United States Virgin Islands,1970,0.262710735
United States Virgin Islands,1980,0.262710735
United States Virgin Islands,1985,0.262710735
United States Virgin Islands,1990,0.262710735
United States Virgin Islands,1995,0.27533207
United States Virgin Islands,2000,0.27533207
United States Virgin Islands,2001,0.408557265
United States Virgin Islands,2002,0.408557265
United States Virgin Islands,2003,0.7979488
United States Virgin Islands,2004,0.7979488
United States Virgin Islands,2005,0.7979488
United States Virgin Islands,2006,0.7979488
United States Virgin Islands,2007,0.7979488
United States Virgin Islands,2008,0.7979488
United States Virgin Islands,2009,0.7979488
United States Virgin Islands,2010,0.7979488
United States Virgin Islands,2011,0.815945887
United States Virgin Islands,2012,0.815945887
United States Virgin Islands,2013,0.815945887
United States Virgin Islands,2014,0.815945887
United States Virgin Islands,2015,0.835812802
United States Virgin Islands,2016,0.835812802
United States Virgin Islands,2017,0.835812802
United States Virgin Islands,2018,0.835812802
United States Virgin Islands,2019,0.835812802
United States Virgin Islands,2020,0.835812802
United States Virgin Islands,2021,0.835812802
Wallis and Futuna,1950,0
Wallis and Futuna,1960,0
Wallis and Futuna,1970,0
Wallis and Futuna,1980,0
Wallis and Futuna,1985,0
Wallis and Futuna,1990,0
Wallis and Futuna,1995,0
Wallis and Futuna,2000,0
Wallis and Futuna,2001,0
Wallis and Futuna,2002,0
Wallis and Futuna,2003,0
Wallis and Futuna,2004,0
Wallis and Futuna,2005,0
Wallis and Futuna,2006,0
Wallis and Futuna,2007,0
Wallis and Futuna,2008,0
Wallis and Futuna,2009,0
Wallis and Futuna,2010,0
Wallis and Futuna,2011,0
Wallis and Futuna,2012,0
Wallis and Futuna,2013,0
Wallis and Futuna,2014,0
Wallis and Futuna,2015,0
Wallis and Futuna,2016,0
Wallis and Futuna,2017,0
Wallis and Futuna,2018,0
Wallis and Futuna,2019,0
Wallis and Futuna,2020,0
Wallis and Futuna,2021,0
World,1950,0.25776601
World,1960,0.264439663
World,1970,0.287594595
World,1980,0.779698195
World,1985,1.050931412
World,1990,1.118330408
World,1995,1.224027963
World,2000,1.319959428
World,2001,1.3948362
World,2002,1.469575838
World,2003,1.493931973
World,2004,1.573858878
World,2005,1.640088958
World,2006,3.369905497
World,2007,4.14650406
World,2008,4.199123322
World,2009,5.357020214
World,2010,6.133407182
World,2011,6.176132545
World,2012,7.308586822
World,2013,7.472624188
World,2014,8.411175981
World,2015,8.823690277
World,2016,9.988331222
World,2017,13.32886139
World,2018,16.24245526
World,2019,16.99459385
World,2020,17.37691429
World,2021,17.37691429
Bouvet Island,1950,0
Bouvet Island,1960,0
Bouvet Island,1970,0
Bouvet Island,1980,0.501898732
Bouvet Island,1985,0.501898732
Bouvet Island,1990,0.501898732
Bouvet Island,1995,0.501898732
Bouvet Island,2000,0.501898732
Bouvet Island,2001,0.501898732
Bouvet Island,2002,0.501898732
Bouvet Island,2003,0.501898732
Bouvet Island,2004,0.501898732
Bouvet Island,2005,0.501898732
Bouvet Island,2006,0.501898732
Bouvet Island,2007,0.501898732
Bouvet Island,2008,0.501898732
Bouvet Island,2009,0.501898732
Bouvet Island,2010,0.501898732
Bouvet Island,2011,0.501898732
Bouvet Island,2012,0.501898732
Bouvet Island,2013,0.501898732
Bouvet Island,2014,0.501898732
Bouvet Island,2015,0.501898732
Bouvet Island,2016,0.501898732
Bouvet Island,2017,0.501898732
Bouvet Island,2018,0.501898732
Bouvet Island,2019,0.501898732
Bouvet Island,2020,0.501898732
Bouvet Island,2021,0.501898732
Heard Island and McDonald Islands,1950,0
Heard Island and McDonald Islands,1960,0
Heard Island and McDonald Islands,1970,0
Heard Island and McDonald Islands,1980,0
Heard Island and McDonald Islands,1985,0
Heard Island and McDonald Islands,1990,0
Heard Island and McDonald Islands,1995,0
Heard Island and McDonald Islands,2000,1.447734436
Heard Island and McDonald Islands,2001,1.447734436
Heard Island and McDonald Islands,2002,16.89885049
Heard Island and McDonald Islands,2003,16.89885049
Heard Island and McDonald Islands,2004,16.89885049
Heard Island and McDonald Islands,2005,16.89885049
Heard Island and McDonald Islands,2006,16.91149267
Heard Island and McDonald Islands,2007,16.91149267
Heard Island and McDonald Islands,2008,16.91149267
Heard Island and McDonald Islands,2009,16.91149267
Heard Island and McDonald Islands,2010,16.91149267
Heard Island and McDonald Islands,2011,16.91149267
Heard Island and McDonald Islands,2012,16.91149267
Heard Island and McDonald Islands,2013,16.91149267
Heard Island and McDonald Islands,2014,16.91149267
Heard Island and McDonald Islands,2015,16.91149267
Heard Island and McDonald Islands,2016,16.91149267
Heard Island and McDonald Islands,2017,16.91618216
Heard Island and McDonald Islands,2018,16.91618216
Heard Island and McDonald Islands,2019,16.95974904
Heard Island and McDonald Islands,2020,16.95974904
Heard Island and McDonald Islands,2021,16.95974904
South Georgia and the South Sandwich Islands,1950,0
South Georgia and the South Sandwich Islands,1960,0
South Georgia and the South Sandwich Islands,1970,0
South Georgia and the South Sandwich Islands,1980,0
South Georgia and the South Sandwich Islands,1985,0
South Georgia and the South Sandwich Islands,1990,0
South Georgia and the South Sandwich Islands,1995,0
South Georgia and the South Sandwich Islands,2000,0
South Georgia and the South Sandwich Islands,2001,0
South Georgia and the South Sandwich Islands,2002,0
South Georgia and the South Sandwich Islands,2003,0
South Georgia and the South Sandwich Islands,2004,0
South Georgia and the South Sandwich Islands,2005,0
South Georgia and the South Sandwich Islands,2006,0
South Georgia and the South Sandwich Islands,2007,0
South Georgia and the South Sandwich Islands,2008,0
South Georgia and the South Sandwich Islands,2009,0
South Georgia and the South Sandwich Islands,2010,0
South Georgia and the South Sandwich Islands,2011,0
South Georgia and the South Sandwich Islands,2012,96.04888135
South Georgia and the South Sandwich Islands,2013,96.04888135
South Georgia and the South Sandwich Islands,2014,96.04888135
South Georgia and the South Sandwich Islands,2015,96.04888135
South Georgia and the South Sandwich Islands,2016,96.04888135
South Georgia and the South Sandwich Islands,2017,96.04888135
South Georgia and the South Sandwich Islands,2018,96.04888135
South Georgia and the South Sandwich Islands,2019,96.04888135
South Georgia and the South Sandwich Islands,2020,96.04888135
South Georgia and the South Sandwich Islands,2021,96.04888135
French Southern and Antarctic Lands,1950,0
French Southern and Antarctic Lands,1960,0
French Southern and Antarctic Lands,1970,0
French Southern and Antarctic Lands,1980,0
French Southern and Antarctic Lands,1985,0
French Southern and Antarctic Lands,1990,0
French Southern and Antarctic Lands,1995,0
French Southern and Antarctic Lands,2000,0
French Southern and Antarctic Lands,2001,0
French Southern and Antarctic Lands,2002,0
French Southern and Antarctic Lands,2003,0
French Southern and Antarctic Lands,2004,0
French Southern and Antarctic Lands,2005,0
French Southern and Antarctic Lands,2006,33.61478847
French Southern and Antarctic Lands,2007,33.61478847
French Southern and Antarctic Lands,2008,33.61478847
French Southern and Antarctic Lands,2009,33.61478847
French Southern and Antarctic Lands,2010,33.61478847
French Southern and Antarctic Lands,2011,33.72350962
French Southern and Antarctic Lands,2012,33.72350962
French Southern and Antarctic Lands,2013,33.72350962
French Southern and Antarctic Lands,2014,33.72350962
French Southern and Antarctic Lands,2015,33.72350962
French Southern and Antarctic Lands,2016,33.72350962
French Southern and Antarctic Lands,2017,83.8130177
French Southern and Antarctic Lands,2018,83.8130177
French Southern and Antarctic Lands,2019,84.00417085
French Southern and Antarctic Lands,2020,84.00417085
French Southern and Antarctic Lands,2021,84.00417085
British Indian Ocean Territory,1950,0
British Indian Ocean Territory,1960,0
British Indian Ocean Territory,1970,0
British Indian Ocean Territory,1980,0
British Indian Ocean Territory,1985,0
British Indian Ocean Territory,1990,0
British Indian Ocean Territory,1995,0
British Indian Ocean Territory,2000,0.195290223
British Indian Ocean Territory,2001,0.250442861
British Indian Ocean Territory,2002,0.250442861
British Indian Ocean Territory,2003,0.250442861
British Indian Ocean Territory,2004,0.250442861
British Indian Ocean Territory,2005,0.250442861
British Indian Ocean Territory,2006,0.250442861
British Indian Ocean Territory,2007,0.250442861
British Indian Ocean Territory,2008,0.250442861
British Indian Ocean Territory,2009,0.250442861
British Indian Ocean Territory,2010,100.0545081
British Indian Ocean Territory,2011,100.0545081
British Indian Ocean Territory,2012,100.0545081
British Indian Ocean Territory,2013,100.0545081
British Indian Ocean Territory,2014,100.0545081
British Indian Ocean Territory,2015,100.0545081
British Indian Ocean Territory,2016,100.0545081
British Indian Ocean Territory,2017,100.0545081
British Indian Ocean Territory,2018,100.0545081
British Indian Ocean Territory,2019,100.0545081
British Indian Ocean Territory,2020,100.0545081
British Indian Ocean Territory,2021,100.0545081
Christmas Islands,1950,0
Christmas Islands,1960,0
Christmas Islands,1970,0
Christmas Islands,1980,0
Christmas Islands,1985,0
Christmas Islands,1990,0.001254422
Christmas Islands,1995,0.001254422
Christmas Islands,2000,0.001254422
Christmas Islands,2001,0.001254422
Christmas Islands,2002,0.001281692
Christmas Islands,2003,0.001281692
Christmas Islands,2004,0.001281692
Christmas Islands,2005,0.001281692
Christmas Islands,2006,0.001281692
Christmas Islands,2007,0.001281692
Christmas Islands,2008,0.001281692
Christmas Islands,2009,0.001281692
Christmas Islands,2010,0.001281692
Christmas Islands,2011,0.001281692
Christmas Islands,2012,0.001281692
Christmas Islands,2013,0.001281692
Christmas Islands,2014,0.001281692
Christmas Islands,2015,0.001281692
Christmas Islands,2016,0.001281692
Christmas Islands,2017,0.001281692
Christmas Islands,2018,0.001281692
Christmas Islands,2019,0.001281692
Christmas Islands,2020,0.001281692
Christmas Islands,2021,0.001281692
Cocos (Keeling) Islands,1950,0
Cocos (Keeling) Islands,1960,0
Cocos (Keeling) Islands,1970,0
Cocos (Keeling) Islands,1980,0
Cocos (Keeling) Islands,1985,0
Cocos (Keeling) Islands,1990,0
Cocos (Keeling) Islands,1995,0.004975575
Cocos (Keeling) Islands,2000,0.004994712
Cocos (Keeling) Islands,2001,0.004994712
Cocos (Keeling) Islands,2002,0.004994712
Cocos (Keeling) Islands,2003,0.004994712
Cocos (Keeling) Islands,2004,0.004994712
Cocos (Keeling) Islands,2005,0.004994712
Cocos (Keeling) Islands,2006,0.004994712
Cocos (Keeling) Islands,2007,0.004994712
Cocos (Keeling) Islands,2008,0.004994712
Cocos (Keeling) Islands,2009,0.004994712
Cocos (Keeling) Islands,2010,0.004994712
Cocos (Keeling) Islands,2011,0.004994712
Cocos (Keeling) Islands,2012,0.004994712
Cocos (Keeling) Islands,2013,0.004994712
Cocos (Keeling) Islands,2014,0.004994712
Cocos (Keeling) Islands,2015,0.004994712
Cocos (Keeling) Islands,2016,0.004994712
Cocos (Keeling) Islands,2017,0.004994712
Cocos (Keeling) Islands,2018,0.004994712
Cocos (Keeling) Islands,2019,0.004994712
Cocos (Keeling) Islands,2020,0.004994712
Cocos (Keeling) Islands,2021,0.004994712
ASEAN,1950,0.508054025
ASEAN,1960,0.508091055
ASEAN,1970,0.514498235
ASEAN,1980,0.534262891
ASEAN,1985,0.563944702
ASEAN,1990,0.567410984
ASEAN,1995,0.6162438
ASEAN,2000,0.670072225
ASEAN,2001,0.704381982
ASEAN,2002,0.732758022
ASEAN,2003,0.745912613
ASEAN,2004,0.755053006
ASEAN,2005,0.760907372
ASEAN,2006,0.767855023
ASEAN,2007,0.945259056
ASEAN,2008,1.001311081
ASEAN,2009,1.49987733
ASEAN,2010,1.541959992
ASEAN,2011,1.543848554
ASEAN,2012,1.576849896
ASEAN,2013,1.631988695
ASEAN,2014,1.803803749
ASEAN,2015,1.870484445
ASEAN,2016,2.022296789
ASEAN,2017,2.113861185
ASEAN,2018,2.43352895
ASEAN,2019,2.43352895
ASEAN,2020,2.43352895
ASEAN,2021,2.43352895
APEC,1950,0.140582032
APEC,1960,0.149791418
APEC,1970,0.197721745
APEC,1980,0.277873109
APEC,1985,0.941592969
APEC,1990,1.00378794
APEC,1995,1.130246239
APEC,2000,1.23530619
APEC,2001,1.393218604
APEC,2002,1.445291895
APEC,2003,1.45401434
APEC,2004,1.506898558
APEC,2005,1.532560155
APEC,2006,4.262529759
APEC,2007,6.32240502
APEC,2008,6.355194147
APEC,2009,6.622051312
APEC,2010,6.941557078
APEC,2011,6.952994293
APEC,2012,7.646060969
APEC,2013,7.683496389
APEC,2014,7.715946449
APEC,2015,7.73187422
APEC,2016,9.246787761
APEC,2017,9.785766329
APEC,2018,15.38107018
APEC,2019,16.23412928
APEC,2020,16.2425973
APEC,2021,16.2425973
Guernsey,1950,17.8862797
Guernsey,1960,17.8862797
Guernsey,1970,17.8862797
Guernsey,1980,17.8862797
Guernsey,1985,17.8862797
Guernsey,1990,17.8862797
Guernsey,1995,17.8862797
Guernsey,2000,17.8862797
Guernsey,2001,17.8862797
Guernsey,2002,17.8862797
Guernsey,2003,17.8862797
Guernsey,2004,17.8862797
Guernsey,2005,18.10539662
Guernsey,2006,18.16052037
Guernsey,2007,18.16052037
Guernsey,2008,18.16052037
Guernsey,2009,18.16052037
Guernsey,2010,18.16052037
Guernsey,2011,18.16052037
Guernsey,2012,18.16052037
Guernsey,2013,18.16052037
Guernsey,2014,18.16052037
Guernsey,2015,18.41960201
Guernsey,2016,18.41960201
Guernsey,2017,18.41960201
Guernsey,2018,18.41960201
Guernsey,2019,18.41960201
Guernsey,2020,18.41960201
Guernsey,2021,18.41960201
Jersey,1950,0.86094546
Jersey,1960,0.86094546
Jersey,1970,0.86094546
Jersey,1980,0.86094546
Jersey,1985,0.86094546
Jersey,1990,0.86094546
Jersey,1995,0.86094546
Jersey,2000,2.262943802
Jersey,2001,2.262943802
Jersey,2002,2.262943802
Jersey,2003,2.262943802
Jersey,2004,2.262943802
Jersey,2005,8.257967695
Jersey,2006,8.257967695
Jersey,2007,8.257967695
Jersey,2008,8.257967695
Jersey,2009,8.257967695
Jersey,2010,8.257967695
Jersey,2011,8.257967695
Jersey,2012,8.257967695
Jersey,2013,8.257967695
Jersey,2014,8.257967695
Jersey,2015,8.257967695
Jersey,2016,8.257967695
Jersey,2017,8.257967695
Jersey,2018,10.6946803
Jersey,2019,10.6946803
Jersey,2020,10.6946803
Jersey,2021,10.6946803
G20,1950,0.441109024
G20,1960,0.454516959
G20,1970,0.490999567
G20,1980,1.12298193
G20,1985,1.744222375
G20,1990,1.818042065
G20,1995,1.981251992
G20,2000,2.133011627
G20,2001,2.148306038
G20,2002,2.197002977
G20,2003,2.234684914
G20,2004,2.349921249
G20,2005,2.397897322
G20,2006,4.882500779
G20,2007,4.946833642
G20,2008,5.029020527
G20,2009,5.309825647
G20,2010,5.36843763
G20,2011,5.446142082
G20,2012,8.175506616
G20,2013,8.564483501
G20,2014,8.746432836
G20,2015,8.761414877
G20,2016,9.707174941
G20,2017,10.23267925
G20,2018,15.58634646
G20,2019,16.43669293
G20,2020,16.44543722
G20,2021,16.44543722
"BRIICS economies - Brazil, Russia, India, Indonesia, China and South Africa",1950,0.227859811
"BRIICS economies - Brazil, Russia, India, Indonesia, China and South Africa",1960,0.227881949
"BRIICS economies - Brazil, Russia, India, Indonesia, China and South Africa",1970,0.23059354
"BRIICS economies - Brazil, Russia, India, Indonesia, China and South Africa",1980,0.271711379
"BRIICS economies - Brazil, Russia, India, Indonesia, China and South Africa",1985,0.284096661
"BRIICS economies - Brazil, Russia, India, Indonesia, China and South Africa",1990,0.303489338
"BRIICS economies - Brazil, Russia, India, Indonesia, China and South Africa",1995,0.442267169
"BRIICS economies - Brazil, Russia, India, Indonesia, China and South Africa",2000,0.535910767
"BRIICS economies - Brazil, Russia, India, Indonesia, China and South Africa",2001,0.545589316
"BRIICS economies - Brazil, Russia, India, Indonesia, China and South Africa",2002,0.565583164
"BRIICS economies - Brazil, Russia, India, Indonesia, China and South Africa",2003,0.587368398
"BRIICS economies - Brazil, Russia, India, Indonesia, China and South Africa",2004,0.656012879
"BRIICS economies - Brazil, Russia, India, Indonesia, China and South Africa",2005,0.662118801
"BRIICS economies - Brazil, Russia, India, Indonesia, China and South Africa",2006,0.668878209
"BRIICS economies - Brazil, Russia, India, Indonesia, China and South Africa",2007,0.74124752
"BRIICS economies - Brazil, Russia, India, Indonesia, China and South Africa",2008,0.816648949
"BRIICS economies - Brazil, Russia, India, Indonesia, China and South Africa",2009,1.325325041
"BRIICS economies - Brazil, Russia, India, Indonesia, China and South Africa",2010,1.341588832
"BRIICS economies - Brazil, Russia, India, Indonesia, China and South Africa",2011,1.343490385
"BRIICS economies - Brazil, Russia, India, Indonesia, China and South Africa",2012,1.358469562
"BRIICS economies - Brazil, Russia, India, Indonesia, China and South Africa",2013,2.161193345
"BRIICS economies - Brazil, Russia, India, Indonesia, China and South Africa",2014,2.242299916
"BRIICS economies - Brazil, Russia, India, Indonesia, China and South Africa",2015,2.257933369
"BRIICS economies - Brazil, Russia, India, Indonesia, China and South Africa",2016,2.274279214
"BRIICS economies - Brazil, Russia, India, Indonesia, China and South Africa",2017,2.306828977
"BRIICS economies - Brazil, Russia, India, Indonesia, China and South Africa",2018,6.573650936
"BRIICS economies - Brazil, Russia, India, Indonesia, China and South Africa",2019,6.810650852
"BRIICS economies - Brazil, Russia, India, Indonesia, China and South Africa",2020,6.831133068
"BRIICS economies - Brazil, Russia, India, Indonesia, China and South Africa",2021,6.831133068
Curacao,1950,0.018306765
Curacao,1960,0.018306765
Curacao,1970,0.018306765
